MB,Datum osnivanja,Naziv preduzeća,Mesto,Poštanski broj,Adresa,Telefon,Pravni oblik,Šifra delatnosti,Naziv delatnosti,APR Status,NBS Status,Bonitetna ocena,Veličina,Promet (RSD),Neto dobit (RSD),Broj zaposlenih,Ebit (RSD),Ebitda (RSD),Email,Zastupnik,PDV Obveznik
21154423,12/1/2015,BASIC POINT DOO,Beograd (Palilula),11060,"VIŠNJIČKI VENAC 95 SPRAT: 1, BROJ STANA: 5",641645659,Društvo sa ograničenom odgovornošću,4618,Specijalizovano posredovanje u prodaji posebnih proizvoda,Aktivan,Aktivan,B1,Malo,57667973,1553957,2,2769000,3051000,basicpoint@sbb.rs,Slobodan Ponoćko,1 mesečni
21161195,12/30/2015,IC KIKA GRADNJA DOO,Brenica,18118,BRENICA BB,,Društvo sa ograničenom odgovornošću,4333,Postavljanje podnih i zidnih obloga,Aktivan,Aktivan,C2,Malo,57348909,1578915,16,33000,2616000,,Ivan Cvetković,1 mesečni
21147729,11/4/2015,BEXATON PLUS DOO,Loznica,15300,VOJVODE MIŠIĆA 1,643362689,Društvo sa ograničenom odgovornošću,4211,Izgradnja puteva i autoputeva,Aktivan,Aktivan,E1,Malo,57240992,-4673941,10,-7682000,-6212000,bexaton.plus@gmail.com,Jovan Milaković,1 mesečni
21077402,1/26/2015,CT MEDIA TEXTILE PRINTING,Kragujevac,34110,VOJVOĐANSKA 12,34341002,Društvo sa ograničenom odgovornošću,1330,Dovršavanje tekstila,Aktivan,Aktivan,B3,Malo,56569939,767956,21,1601000,4262000,office@ctmedia.rs,Nina Vukićević,1 mesečni
21076686,1/23/2015,VEROPIZ,Beograd (Vračar),11167,MAKENZIJEVA 32 BROJ STANA: 14,,Društvo sa ograničenom odgovornošću,1414,Proizvodnja rublja,Aktivan,Aktivan,A3,Malo,54879942,6387958,11,9762000,10225000,,Mladen Bačić,1 mesečni
21154067,11/30/2015,TAIGAR DOO,Požega,31210,NIKOLE PAŠIĆA 10,628393939,Društvo sa ograničenom odgovornošću,4690,Nespecijalizovana trgovina na veliko,Aktivan,Aktivan,C2,Malo,54322899,645978,14,862000,862000,laidajun001@gmail.com,Dajun Lai,1 mesečni
21113263,6/10/2015,PRODEL TEAM,Beograd (Voždovac),11010,BULEVAR PEKA DAPČEVIĆA 24,69724401,Društvo sa ograničenom odgovornošću,2511,Proizvodnja metalnih konstrukcija i delova konstrukcija,Aktivan,Aktivan,C3,Malo,54256930,152911,6,882000,1674000,office@prodelteam.rs,Milorad Pavlović,1 mesečni
21090735,3/16/2015,LTO-STEF D.O.O,Beograd (Novi Beograd),11150,ANTIFAŠISTIČKE BORBE 25/15,,Društvo sa ograničenom odgovornošću,4690,Nespecijalizovana trgovina na veliko,Aktivan,Aktivan,C1,Malo,54205959,991992,1,1362000,1825000,ltostef@gmail.com,Lasto Todorović,1 mesečni
21143804,10/19/2015,DROP FACTORY DOO,Beograd (Voždovac),11010,BRAĆE JERKOVIĆA 145,,Društvo sa ograničenom odgovornošću,161,Uslužne delatnosti u gajenju useva i zasada,Aktivan,Aktivan,C2,Malo,54080935,171893,4,775000,1627000,nebojsa.knezevic1@gmail.com,Nebojša Knežević,1 mesečni
21074667,1/16/2015,FISCHER INTERNATIONAL TIMBER DOO,Krnješevci,22314,KRALJA PETRA 3,222391352,Društvo sa ograničenom odgovornošću,1610,Rezanje i obrada drveta,Aktivan,Aktivan,E3,Malo,50372973,459906,13,-26944000,-25890000,mb@fitimber.com,Stephan Ernst Friedrich-Wilhelm Fischer,1 mesečni
21116238,6/23/2015,GM-ZP AUTOMATIK D.O.O. BEOGRAD-BARAJEVO,Barajevo,11460,LJUBOMIRA ŽIVKOVIĆA ŠPANCA 111 A,,Društvo sa ograničenom odgovornošću,8899,Ostala nepomenuta socijalna zaštita bez smeštaja,Aktivan,Aktivan,B2,Malo,50234943,16601990,12,17681000,18677000,ljtripkovic@gmail.com,Ljiljana Tripković,1 mesečni
21099589,4/20/2015,ALUMAG DOO,Varvarin,37260,GORNJI KATUN BB,118025500,Društvo sa ograničenom odgovornošću,7112,Inženjerske delatnosti i tehničko savetovanje,Aktivan,Aktivan,C2,Malo,49337978,2131975,13,-2364000,-1553000,,Angara Stanić,1 mesečni
21094641,3/31/2015,PROWELD DOO,Sremčica,11253,VINOGRADARSKA 002,,Društvo sa ograničenom odgovornošću,3320,Montaža industrijskih mašina i opreme,Aktivan,Aktivan,A3,Malo,48084922,9174935,6,11802000,15596000,office@proweld.rs,Marko Mitrović,1 mesečni
21111775,6/4/2015,COLD STORE S,Surčin,11271,JAKOVAČKI KORMADIN 25,118440168,Društvo sa ograničenom odgovornošću,5210,Skladištenje,Aktivan,Aktivan,C3,Malo,45871980,1095925,3,2097000,4068000,hladnjaca@coldstores.rs,Bojan Marunić,1 mesečni
21083534,2/19/2015,BIOGOR OIL DOO,Sukovo,18322,SUKOVO BB,10373758,Društvo sa ograničenom odgovornošću,1920,Proizvodnja derivata nafte,Aktivan,Aktivan,E3,Malo,45650990,-24183948,6,-22485000,-21477000,biogoroildoo@gmail.com,Slobodan Vekić,1 mesečni
21119679,7/8/2015,BUNKER VFX ANIMATION AND POSTPRODUCTION STUDIO DOO,Beograd (Vračar),11111,"MAKENZIJEVA 67 SPRAT: 3, BROJ STANA: 5",600442116,Društvo sa ograničenom odgovornošću,5912,Delatnosti koje slede nakon faze snimanja u proizvodnji kinematografskih dela i televizijskog programa,Aktivan,Aktivan,E3,Malo,45045905,-38499996,9,-35531000,-29123000,biljana@bunkervfx.com,Ana Uzelac,1 mesečni
21081540,2/10/2015,SAINT DI & CO DOO,Sremska Kamenica,21208,"NOVOSADSKA 7A SPRAT: 3, BROJ STANA: B27",621801008,Društvo sa ograničenom odgovornošću,6202,Konsultantske delatnosti u oblasti informacione tehnologije,Aktivan,Aktivan,B3,Malo,44902953,637893,7,2407000,3075000,jovana.cenejac@saintdi.com,Jovana Čenejac Stašuk,1 mesečni
21093769,3/26/2015,HYDRO MAG DOO,Paraćin,35250,STRIŠKA 30,,Društvo sa ograničenom odgovornošću,2892,"Proizvodnja mašina za rudnike, kamenolome i građevinarstvo",Aktivan,Aktivan,C3,Malo,43502962,386907,12,859000,3534000,kontakt@hydromag.rs,Aleksandar Cvetković,1 mesečni
21159379,12/22/2015,WINNERS TEAM,Subotica,24105,LOŠINJSKA 14/10,605858899,Društvo sa ograničenom odgovornošću,4120,Izgradnja stambenih i nestambenih zgrada,Aktivan,Aktivan,D2,Malo,42697979,1281997,8,2297000,3889000,winners.subotica@gmail.com,Igor Pažin,1 mesečni
21095770,4/3/2015,ŠIROKI HORIZONT,Mala Remeta,22409,EKO SELO RUŽA VETROVA BB,,Društvo sa ograničenom odgovornošću,4690,Nespecijalizovana trgovina na veliko,Aktivan,Aktivan,C2,Malo,42664936,2103970,13,2966000,4986000,,Milosav Deurić,1 mesečni
21153907,11/30/2015,MONTEX MK-DK INVEST DOO,Beograd (Zemun),11080,PETRA KOČIĆA 14,692105405,Društvo sa ograničenom odgovornošću,4120,Izgradnja stambenih i nestambenih zgrada,Aktivan,Aktivan,D2,Malo,41570885,-35635920,18,-38895000,-33427000,office@montex.rs,Jelena Umićević,1 mesečni
21111449,6/3/2015,TESLA CONSTRUCTION D.O.O,Beograd (Novi Beograd),11070,OTONA ŽUPANČIČA 18,112608512,Društvo sa ograničenom odgovornošću,3511,Proizvodnja električne energije,Aktivan,Aktivan,C3,Malo,39553974,14064945,3,13600000,14450000,office@skipper.rs,Goran Kocić,1 mesečni
21134821,9/11/2015,MONTE MAX DOO,Subotica,24105,LOŠINJSKA 14,656863030,Društvo sa ograničenom odgovornošću,5229,Ostale prateće delatnosti u saobraćaju,Aktivan,Aktivan,B1,Malo,38743952,6862980,16,9620000,12278000,montemaxsu@gmail.com,Žarko Radonjić,1 mesečni
21101460,4/27/2015,CITY CAR GROUP DOO,Beograd (Voždovac),11010,STEFANA PRVOVENČANOG 058,112443870,Društvo sa ograničenom odgovornošću,7120,Tehničko ispitivanje i analize,Aktivan,Aktivan,B2,Malo,38424888,3760924,15,6148000,8537000,vpbgcitycar@gmail.com,Vasilij Vukmirica,1 mesečni
21104132,5/7/2015,FRUTOMIL PROMET D.O.O,Viljuša,32223,POTES PLJOŠTA 34,641276906,Društvo sa ograničenom odgovornošću,4631,Trgovina na veliko voćem i povrćem,Aktivan,Aktivan,C1,Malo,37130939,117993,2,470000,746000,frutomilprometdoo@gmail.com,Miloljub Popović,1 mesečni
21120561,7/10/2015,ULTRA KOP DOO,Leštane,11309,KRUŽNI PUT 5A,695444294,Društvo sa ograničenom odgovornošću,4399,Ostali nepomenuti specifični građevinski radovi,Aktivan,Aktivan,B3,Malo,36401884,10693974,7,12132000,13807000,office@ultrakop.rs,Đorđe Ćurković,1 mesečni
21116033,6/23/2015,RUBUS HILL DOO IVANJICA,Kušići,32258,OPALJENIK BB,,Društvo sa ograničenom odgovornošću,1039,Ostala prerada i konzervisanje voća i povrća,Aktivan,Aktivan,C1,Malo,34317950,591961,5,2397000,5474000,rubushill@gmail.com,Slavica Zečević,1 mesečni
21140589,10/6/2015,KLEMENTINA 2015 DOO,Beograd (Vračar),11111,SMILJANIĆEVA 40,,Društvo sa ograničenom odgovornošću,5630,Usluge pripremanja i posluživanja pića,Aktivan,Aktivan,C3,Malo,34180974,1569893,9,1964000,2595000,slobodandamcevic@gmail.com,Ivanka Damčević,1 mesečni
21097268,4/9/2015,DIJAMANT-INVEST D.O.O. UŽICE,Užice,31103,ADA 2,31564888,Društvo sa ograničenom odgovornošću,4120,Izgradnja stambenih i nestambenih zgrada,Aktivan,Aktivan,D1,Malo,32609909,2542903,6,-3105000,-1879000,dijamant.invest@gmail.com,Mladen Nikolić,1 mesečni
21104876,5/11/2015,VINARIJA EDEN DOO,Beograd (Novi Beograd),11070,BULEVAR UMETNOSTI 5 29,,Društvo sa ograničenom odgovornošću,4690,Nespecijalizovana trgovina na veliko,Aktivan,Aktivan,E3,Malo,32247959,-8268948,11,-7743000,1622000,office@eden.vin,Stevan Stojisavljević,1 mesečni
21150444,11/16/2015,DIATRETA D.O.O,Beograd (Vračar),11111,NEVESINJSKA 1A,38267220775,Društvo sa ograničenom odgovornošću,4120,Izgradnja stambenih i nestambenih zgrada,Aktivan,Aktivan,C2,Malo,30811996,2995897,1,5285000,5586000,office@diatreta.com,Petar Komarica,1 mesečni
21130605,8/26/2015,SMELTING DOO,Suva Morava,17510,SUVA MORAVA BB,,Društvo sa ograničenom odgovornošću,2712,Proizvodnja opreme za distribuciju električne energije i opreme za upravljanje električnom energijom,Aktivan,Aktivan,E3,Malo,27182892,-1806935,8,3192000,3192000,infovh@smelting.com.mk,Goran Arničevski,1 mesečni
21129674,8/21/2015,POINT INVEST DOO,Novi Sad,21137,BULEVAR SLOBODANA JOVANOVIĆA 15/I,642921355,Društvo sa ograničenom odgovornošću,4120,Izgradnja stambenih i nestambenih zgrada,Aktivan,Aktivan,D1,Malo,22935931,1186969,2,1586000,1974000,point.invest.doo@gmail.com,Đuka Delić,1 mesečni
21150711,11/17/2015,IPAY SEE D.O.O,Beograd (Čukarica),11030,BEOGRADSKOG BATALJONA 4,,Društvo sa ograničenom odgovornošću,6201,Računarsko programiranje,Aktivan,Aktivan,D2,Malo,9660971,-18967961,2,-7971000,-5521000,office@ipay.rs,Miodrag Mirčetić,1 mesečni
21134953,9/11/2015,VRLA GROUP,Surdulica,17530,KRALJA PETRA PRVOG BB,17822202,Društvo sa ograničenom odgovornošću,5510,Hoteli i sličan smeštaj,Aktivan,Aktivan,D1,Malo,7994995,4905945,12,-30950000,-27675000,vrlagroupdoo@gmail.com,Miljana Mitić,1 mesečni
21078000,1/28/2015,MOJ KROV D.O.O,Beograd (Novi Beograd),11073,BULEVAR ARSENIJA ČARNOJEVIĆA 69D SPRAT: I,113018419,Društvo sa ograničenom odgovornošću,4110,Razrada građevinskih projekata,Aktivan,Aktivan,E3,Malo,128891,-12856884,1,-6856000,-6822000,office@mojkrov.rs,Slavoljub Ćirić,1 mesečni
